epoch,categorical_accuracy,loss,lr,val_1-shot_3-way_acc,val_loss
1,0.3773333333333332,11.622383740748967,0.001,0.3333333333333333,4.308162637034849
2,0.35600000000000015,1.6679845866325576,0.001,0.4,1.7142287100963487
3,0.36133333333333356,1.2281627637775063,0.001,0.32,1.6356729476014176
4,0.36666666666666664,1.2044499917598888,0.001,0.3333333333333333,1.2649019479447763
5,0.34,1.1211141811092824,0.001,0.3466666666666667,1.2192047735740885
6,0.34266666666666673,1.1332960346892798,0.001,0.36,1.1637923743104437
7,0.3919999999999999,1.1188250082816362,0.001,0.38666666666666666,1.2101745359330243
8,0.33733333333333343,1.1224627273670746,0.001,0.38,1.1674107433670242
9,0.38,1.11572485867225,0.001,0.3466666666666667,1.126180234894212
10,0.3320000000000001,1.1104219063998058,0.001,0.35333333333333333,1.122218956904056
11,0.3600000000000001,1.10385270274549,0.001,0.36,1.1276112050918807
12,0.35333333333333344,1.1451711612464335,0.001,0.26666666666666666,1.197423622322758
13,0.3559999999999999,1.1234080011947891,0.001,0.3333333333333333,1.163151282765001
14,0.3320000000000002,1.1329658789976347,0.001,0.32,1.2191660924946262
15,0.3120000000000002,1.1144169638601178,0.001,0.3333333333333333,1.1074133365316543
16,0.36800000000000005,1.107528337511789,0.001,0.38,1.2348313908543886
17,0.3493333333333333,1.1104854358572018,0.001,0.36666666666666664,1.1038795486048762
18,0.352,1.104547212008423,0.001,0.3466666666666667,1.1174749111712974
19,0.3706666666666667,1.0984871778268133,0.001,0.3466666666666667,1.1087429307329675
20,0.36666666666666664,1.0925413754740176,0.001,0.41333333333333333,1.1409686294996428
21,0.3613333333333333,1.0978958424994687,0.001,0.35333333333333333,1.1223741955367559
22,0.37066666666666664,1.0980654315615925,0.001,0.3,1.1637340597092243
23,0.35600000000000004,1.1058293477309455,0.001,0.35333333333333333,1.2265512584290945
24,0.3520000000000001,1.1071043423651226,0.001,0.38666666666666666,1.2613626721092075
25,0.3360000000000001,1.1091926974644812,0.001,0.36,1.1030316657713084
26,0.34266666666666673,1.1175869971249903,0.001,0.36666666666666664,1.1298909258063212
